,Word,Start_time_combined,End_time_combined,Log_Freq_HAL,WordRate,lex_surprisal_bits,pos_surprisal_bits,phoneme_surprisal_bits
876,henry,402.649864,402.999864,0,1,4.14,9,4.47
877,picked,402.999864,403.289864,9.911,1,10.34,2.7,9.06
878,up,403.289864,403.419864,13.744,1,0.68,0.89,0.9
879,his,403.419864,403.639864,13.644,1,2.09,11.72,2.71
880,dog,403.639864,403.979864,10.974,1,3.08,0.28,3.94
881,ribsy,405.069864,405.639864,0,1,11.35,8.78,0
882,was,405.639864,405.889864,14.556,1,4.81,,5.34
883,heavier,405.889864,406.589864,8.216,1,15.9,3.42,6.88
884,than,406.589864,406.749864,13.462,1,1.43,14.05,1.48
885,he,406.749864,406.889864,13.98,1,2.65,9.11,2.7
886,expected,406.889864,407.609864,10.458,1,3.21,0.71,4.5
887,he,408.369864,408.479864,13.98,1,3.05,6.31,3.39
888,had,408.479864,408.609864,13.532,1,4.46,5.84,5.94
889,a,408.609864,408.639864,16.177,1,3,1.97,4.28
890,hard,408.639864,408.929864,12.08,1,5.6,,5.83
891,time,408.929864,409.329864,13.578,1,0.15,0.02,0.21
892,getting,409.329864,409.629864,11.986,1,3.31,0.37,4.47
893,him,409.629864,409.719864,12.818,1,3.25,2.23,3.15
894,into,409.719864,409.859864,13.242,1,5.8,6.77,5.9
895,the,409.859864,409.949864,16.955,1,1.15,3.13,1.52
896,bus,409.949864,410.489864,10.485,1,3.11,,3.74
897,and,410.809864,410.939864,16.187,1,2.7,9.4,3.74
898,was,410.939864,411.119864,14.556,1,5.25,6.33,4.79
899,wondering,411.119864,411.629864,10.639,1,7.83,8.99,5.98
900,how,411.629864,411.989864,13.525,1,3.34,13.98,4.55
901,he,411.989864,412.159864,13.98,1,1.86,1.29,2.49
902,would,412.159864,412.349864,14.061,1,4.41,2.84,3.86
903,get,412.349864,412.509864,13.794,1,1.79,,2.4
904,a,412.509864,412.579864,16.177,1,5.43,11.16,5.66
905,dime,412.579864,413.029864,7.847,1,15.16,0.4,2.27
906,out,413.029864,413.169864,13.902,1,4.42,8.86,6.36
907,of,413.169864,413.249864,16.214,1,0.17,0.12,0.24
908,his,413.249864,413.449864,13.644,1,4.32,,4.91
909,pocket,413.449864,414.049864,9.284,1,4.27,0.39,4.47
910,when,414.259864,414.399864,13.758,1,4.34,4.24,4.97
911,the,414.399864,414.469864,16.955,1,2.78,,3.53
912,driver,414.469864,414.889864,11.142,1,7.25,6.38,6.99
913,said,414.889864,415.309864,12.772,1,3.95,10.22,3.95
914,say,415.839864,416.309864,12.792,1,12.63,11.92,8.45
915,sonny,416.309864,416.949864,0,1,19.71,6.67,7.58
916,you,417.369864,417.529864,15.431,1,4.66,,6.02
917,can't,417.529864,417.809864,12.528,1,4.95,11.96,4.47
918,take,417.809864,418.139864,12.709,1,4.41,12.82,5.63
919,that,418.139864,418.409864,15.476,1,5.12,8.55,4.45
920,dog,418.409864,418.719864,10.974,1,3.17,7.12,4.08
921,on,418.719864,418.859864,15.079,1,6.13,3.65,8.66
922,the,418.859864,418.919864,16.955,1,0.56,,0.67
923,bus,418.919864,419.539864,10.485,1,0.16,0.02,0.21
924,why,420.469864,420.799864,12.798,1,8.05,4.4,5.92
925,not,420.799864,421.339864,14.773,1,4.38,3.47,6.21
926,asked,422.009864,422.319864,11.534,1,14.58,11.93,8.75
927,henry,422.319864,422.829864,0,1,8.83,2.02,3.68
928,it's,423.489864,423.749864,13.409,1,7.81,3.99,5.1
929,a,423.749864,423.829864,16.177,1,3.08,4.55,4.23
930,company,423.829864,424.379864,11.959,1,12.55,6.27,5.87
931,rule,424.379864,424.799864,10.722,1,9.02,18.23,6.65
932,sonny,424.799864,425.379864,0,1,10.47,5.9,6.8
933,no,425.829864,426.239864,13.962,1,6.76,8.71,8.15
934,dogs,426.239864,426.839864,10.393,1,9,,8.39
935,on,426.839864,427.089864,15.079,1,3.06,4.16,2.71
936,buses,427.089864,427.749864,7.847,1,3.4,,3.49
937,golly,428.929864,429.399864,6.48,1,21.77,8.43,8.19
938,mister,429.399864,429.979864,7.688,1,11,4.9,6.63
939,how'm,430.419864,430.939864,0,1,21.31,6.03,0
940,i,430.939864,431.069864,0,1,2.14,0.15,2.59
941,going,431.069864,431.219864,12.631,1,1.41,12.04,1.31
942,to,431.219864,431.289864,16.354,1,0.11,,0.16
943,get,431.289864,431.449864,13.794,1,1.71,4.01,2.27
944,him,431.449864,431.629864,12.818,1,3.4,13,4.4
945,home,431.629864,432.159864,12.157,1,2.82,12.22,3.91
946,i,432.989864,433.159864,0,1,6.39,6.41,7.83
947,just,433.159864,433.549864,13.836,1,5.65,9.8,8.15
948,have,433.549864,433.849864,14.915,1,5.89,3.62,5.4
949,to,433.849864,433.949864,16.354,1,0.28,11.43,0.38
950,get,433.949864,434.149864,13.794,1,2.99,15.63,3.19
951,him,434.149864,434.299864,12.818,1,1.44,,1.72
952,home,434.299864,434.849864,12.157,1,1.14,6.76,1.59
953,sorry,435.719864,436.269864,11.445,1,10.86,5.96,6.48
954,sonny,436.269864,436.819864,0,1,5.27,10,5.96
955,i,437.139864,437.279864,0,1,2.97,2.84,3.88
956,didn't,437.279864,437.519864,12.259,1,5.7,,6.34
957,make,437.519864,437.769864,13.163,1,7.6,8.55,2.11
958,the,437.769864,437.869864,16.955,1,3.19,0.29,3.62
959,rule,437.869864,438.359864,10.722,1,9.88,1.88,2.02
960,no,438.959864,439.369864,13.962,1,8.13,11.24,9.13
961,animal,439.369864,439.879864,10.116,1,10.95,10.38,9.03
962,can,439.879864,440.029864,14.301,1,4.73,2.32,4.86
963,ride,440.029864,440.349864,10.069,1,7.41,,7.67
964,on,440.349864,440.489864,15.079,1,1.38,12.3,1.99
965,a,440.489864,440.549864,16.177,1,1.9,12.53,2.72
966,bus,440.549864,441.039864,10.485,1,0.32,,0.42
967,unless,441.139864,441.569864,11.49,1,7.02,8.73,5.55
968,it's,441.569864,441.749864,13.409,1,3.02,,3.15
969,inside,441.779864,442.439864,11.063,1,8.87,,6.4
970,a,442.469864,442.539864,16.177,1,2.15,1.99,2.38
971,box,442.539864,443.219864,12.053,1,6.91,,3.83
972,well,444.359864,445.099864,13.222,1,10.03,4.85,6.13
973,thanks,445.999864,446.479864,12.444,1,9.96,8.58,10.55
974,anyway,446.479864,447.369864,11.482,1,10.07,3.58,5.13
975,said,447.929864,448.149864,12.772,1,11.6,,4.7
976,henry,448.149864,448.469864,0,1,5.67,5.44,3.99
977,doubtfully,448.469864,449.139864,3.989,1,27.84,5.51,0
978,and,449.459864,449.619864,16.187,1,7.58,1.9,8.06
979,lifted,449.619864,450.019864,8.539,1,11.38,6.97,8.07
980,ribsy,450.019864,450.639864,0,1,14.37,3.67,0
981,off,450.639864,450.909864,12.654,1,3.56,,5.14
982,the,450.909864,450.979864,16.955,1,0.53,4.54,0.75
983,bus,450.979864,451.479864,10.485,1,0.43,,0.54
984,well,452.549864,453.249864,13.222,1,8.41,5.32,5.75
985,i,454.129864,454.289864,0,1,4.74,4.6,5.85
986,guess,454.289864,454.589864,11.496,1,4.99,0.95,5.55
987,we'll,454.589864,454.679864,10.398,1,7.29,15.2,5.99
988,have,454.679864,454.919864,14.915,1,3.06,4.73,4.32
989,to,454.919864,455.019864,16.354,1,0.14,,0.2
990,get,455.019864,455.169864,13.794,1,4.21,0.32,4.48
991,a,455.169864,455.209864,16.177,1,4.37,4.66,5.38
992,box,455.209864,455.879864,12.053,1,9.32,,5.29
993,i'll,456.999864,457.219864,0,1,11.38,8.72,9.79
994,get,457.219864,457.449864,13.794,1,4.11,,4.12
995,you,457.449864,457.639864,15.431,1,6.58,0.48,9.06
996,onto,457.639864,457.909864,10.529,1,12.44,10.81,7.2
997,the,457.909864,457.989864,16.955,1,0.63,0.06,0.79
998,next,457.989864,458.399864,12.144,1,6.67,,9.5
999,bus,458.399864,458.669864,10.485,1,0.42,12.02,0.59
1000,somehow,458.669864,459.329864,10.159,1,12.39,13.34,5.8
1001,promised,459.919864,460.399864,9.203,1,13.96,5,10.77
1002,henry,460.399864,460.839864,0,1,2.03,,2.34
1003,he,463.060635,463.240635,13.98,1,4.72,2.14,5.37
1004,went,463.240635,463.470635,11.658,1,8.85,3.02,3.98
1005,back,463.470635,463.700635,12.882,1,4.98,8.74,6.4
1006,into,463.700635,463.860635,13.242,1,6.1,7.21,6.35
1007,the,463.860635,463.960635,16.955,1,0.38,,0.53
1008,drugstore,463.960635,464.600635,5.82,1,3.09,,3.91
1009,followed,464.600635,464.980635,10.336,1,14.61,8.81,8.09
1010,closely,464.980635,465.600635,9.545,1,8.23,12.96,11.87
1011,by,465.600635,465.810635,14.398,1,1.01,7.02,1.26
1012,ribsy,465.810635,466.400635,0,1,8.39,6.81,0
1013,have,467.560635,467.750635,14.915,1,12.23,11.53,4.31
1014,you,467.750635,467.950635,15.431,1,1.67,0.47,2.33
1015,got,467.950635,468.200635,12.615,1,3.71,0.68,4.57
1016,a,468.200635,468.280635,16.177,1,2.36,10.57,3.31
1017,big,468.280635,468.760635,12.093,1,8.16,14.99,3.62
1018,box,468.760635,469.160635,12.053,1,3.94,,2.86
1019,i,469.160635,469.200635,0,1,5.41,8.78,6.91
1020,could,469.200635,469.370635,13.208,1,8.1,7.8,7.17
1021,have,469.370635,469.720635,14.915,1,3.39,14.55,4.29
1022,please,469.720635,470.300635,13.272,1,14.43,11.8,5.55
1023,he,470.760635,470.950635,13.98,1,8.78,8.56,6.5
1024,asked,470.950635,471.180635,11.534,1,6.1,1.32,8.55
1025,the,471.180635,471.250635,16.955,1,6.96,,8.87
1026,man,471.250635,471.480635,12.149,1,4.64,5.67,5.46
1027,at,471.480635,471.570635,14.498,1,6.09,6.93,8.18
1028,the,471.570635,471.640635,16.955,1,0.22,,0.29
1029,toothpaste,471.640635,472.150635,6.571,1,20.4,14.95,6.29
1030,counter,472.150635,472.530635,9.699,1,2.58,,3.34
1031,i,473.080635,473.350635,0,1,6.45,2.86,8.5
1032,need,473.350635,473.530635,12.938,1,5.89,1.05,6.59
1033,one,473.530635,473.790635,14.172,1,6.93,8.74,9.37
1034,big,473.790635,473.980635,12.093,1,7.45,3.18,6.63
1035,enough,473.980635,474.250635,12.16,1,9.31,10.26,11.76
1036,for,474.250635,474.440635,15.417,1,2.19,,3.15
1037,my,474.440635,474.610635,14.386,1,3.15,5.48,2.57
1038,dog,474.610635,475.040635,10.974,1,1.93,12.55,2.53
1039,the,476.190635,476.280635,16.955,1,7.28,7.73,6.86
1040,clerk,476.280635,476.720635,7.907,1,7.44,10.61,6.34
1041,leaned,476.720635,477.150635,8.076,1,13.72,10.07,8.64
1042,over,477.150635,477.380635,13.023,1,1.63,2.55,2.35
1043,the,477.380635,477.450635,16.955,1,2.65,3.41,3.73
1044,counter,477.450635,477.960635,9.699,1,0.06,,0.08
1045,to,477.990635,478.110635,16.354,1,3.54,8.3,4.64
1046,look,478.110635,478.360635,12.443,1,4.1,,5.26
1047,at,478.360635,478.490635,14.498,1,0.5,,0.71
1048,ribsy,478.490635,479.040635,0,1,4.58,,0
1049,a,480.030635,480.640635,16.177,1,7.36,6.31,4.09
1050,cardboard,480.730635,481.560635,8.123,1,13.15,,4.76
1051,box,481.560635,482.260635,12.053,1,0.67,2.6,0.91
1052,he,482.550635,482.740635,13.98,1,4.53,9.52,5.51
1053,asked,482.740635,483.170635,11.534,1,4.19,0.57,5.92
1054,yes,483.800635,484.160635,12.191,1,13.11,4.26,13.66
1055,please,484.190635,484.690635,13.272,1,7.23,5.63,9.46
1056,said,485.250635,485.470635,12.772,1,8.2,,5.93
1057,henry,485.470635,485.920635,0,1,3.17,5.09,2.49
1058,wishing,486.130635,486.610635,8.572,1,18.55,5.13,4.62
1059,the,486.610635,486.700635,16.955,1,6.39,1.83,6.82
1060,man,486.700635,486.960635,12.149,1,1.38,16.78,1.9
1061,would,486.960635,487.060635,14.061,1,2.94,,3.24
1062,hurry,487.060635,487.510635,8.544,1,9.81,0.83,4.49
1063,he,487.960635,488.120635,13.98,1,4.06,,4.64
1064,didn't,488.120635,488.400635,12.259,1,4.87,0.42,7.18
1065,want,488.400635,488.610635,13.138,1,3.31,,4.31
1066,to,488.610635,488.650635,16.354,1,0.76,13.33,1.09
1067,be,488.650635,488.760635,14.945,1,3.8,5.27,4.68
1068,late,488.760635,489.050635,10.916,1,2.15,2.49,2.95
1069,getting,489.050635,489.350635,11.986,1,10.41,2.71,9.96
1070,home,489.350635,489.880635,12.157,1,5.57,,3.51
1071,the,490.830635,490.930635,16.955,1,6.01,11.3,6.97
1072,clerk,490.930635,491.370635,7.907,1,2.5,10.07,3.15
1073,pulled,491.370635,491.770635,10.107,1,6.32,12.83,6.1
1074,a,491.770635,491.820635,16.177,1,3.5,,2.99
1075,box,491.820635,492.270635,12.053,1,2.17,4,2.41
1076,out,492.270635,492.460635,13.902,1,2.14,10.2,3.07
1077,from,492.460635,492.640635,14.455,1,4.44,10.23,6.16
1078,under,492.640635,492.840635,12.431,1,0.61,,0.64
1079,the,492.840635,492.920635,16.955,1,0.79,3.84,1.12
1080,counter,492.920635,493.510635,9.699,1,0.95,14.01,1.14
1081,this,494.520635,495.110635,14.995,1,9.63,,5.87
1082,hair,495.110635,495.580635,10.66,1,14.54,1.23,8.64
1083,tonic,495.580635,496.030635,6.236,1,17.83,5.81,7.26
1084,carton,496.030635,496.490635,6.513,1,15.7,5.98,6.35
1085,is,496.490635,496.700635,15.683,1,5.44,5.32,6.65
1086,the,496.700635,496.860635,16.955,1,5.49,,7.33
1087,only,496.860635,497.170635,13.627,1,3.55,1.92,5.01
1088,one,497.170635,497.360635,14.172,1,2.01,,2.55
1089,i,497.360635,497.480635,0,1,2.9,11.77,3.24
1090,have,497.480635,498.060635,14.915,1,3.14,5.47,4.06
1091,i,498.840635,499.540635,0,1,4.97,14.83,6.47
1092,guess,499.570635,499.990635,11.496,1,6.4,4.24,5.9
1093,it's,499.990635,500.280635,13.409,1,5.08,,4.19
1094,big,500.280635,500.500635,12.093,1,8.11,4.67,6.48
1095,enough,500.500635,501.000635,12.16,1,0.59,13.58,0.8
1096,but,501.700635,501.890635,14.571,1,5.96,4.09,8.42
1097,why,501.890635,502.170635,12.798,1,7.56,6.89,5.88
1098,anyone,502.170635,502.830635,12.895,1,11.33,5.1,11.95
1099,would,502.830635,502.980635,14.061,1,0.77,3.05,0.99
1100,want,502.980635,503.240635,13.138,1,2.49,,3.42
1101,to,503.240635,503.290635,16.354,1,1.28,,1.81
1102,put,503.290635,503.490635,12.32,1,4.82,9.99,5.8
1103,a,503.490635,503.570635,16.177,1,2.89,8.56,3.9
1104,dog,503.570635,504.190635,10.974,1,5.82,,7.2
1105,in,504.250635,504.410635,15.897,1,1.84,,2.13
1106,a,504.410635,504.470635,16.177,1,1.3,1.68,1.85
1107,cardboard,504.470635,505.130635,8.123,1,4.95,,3.24
1108,box,505.130635,505.730635,12.053,1,0.06,,0.07
1109,i,505.830635,506.140635,0,1,4.47,8.68,5.94
1110,can't,506.140635,506.630635,12.528,1,6.64,0.46,6.97
1111,understand,506.630635,507.540635,11.586,1,5.85,,6.73
1112,the,508.860635,508.950635,16.955,1,4.47,6.71,4.91
1113,box,508.950635,509.340635,12.053,1,11.14,13.69,7.94
1114,was,509.340635,509.480635,14.556,1,5.91,,5.59
1115,about,509.480635,509.840635,14.083,1,6.83,7.44,5.92
1116,two,509.840635,510.040635,13.031,1,5.38,6.87,3.15
1117,feet,510.040635,510.360635,10.6,1,2.3,,3.2
1118,square,510.360635,510.900635,9.852,1,6.13,,8.84
1119,and,510.930635,511.050635,16.187,1,2.79,6.53,3.65
1120,six,511.050635,511.440635,10.685,1,9.07,11.8,6.72
1121,inches,511.440635,511.820635,9.553,1,0.51,0.08,0.7
1122,deep,511.820635,512.100635,10.662,1,7.1,13.22,9.57
1123,on,512.720635,512.990635,15.079,1,8.38,3.85,11.55
1124,one,512.990635,513.190635,14.172,1,3.33,4.61,4.76
1125,end,513.190635,513.430635,12.335,1,3.3,0.01,4.72
1126,was,513.430635,513.620635,14.556,1,5.77,11.06,5.44
1127,printed,513.620635,513.980635,9.934,1,10.57,13.81,7.53
1128,don't,514.740635,514.920635,13.691,1,15.99,12.47,10.47
1129,let,514.920635,515.150635,12.239,1,5.28,7.39,6.21
1130,them,515.150635,515.290635,13.594,1,4.6,,2.25
1131,call,515.290635,515.510635,12.397,1,10.52,,6.43
1132,you,515.510635,515.640635,15.431,1,4.37,,5.85
1133,baldy,515.640635,516.180635,5.1,1,18.1,11.62,0
1134,and,516.680635,516.810635,16.187,1,5.74,3.66,6.79
1135,on,516.810635,516.990635,15.079,1,9.9,8.64,11.41
1136,the,516.990635,517.100635,16.955,1,0.09,,0.12
1137,other,517.100635,517.530635,13.708,1,0.27,,0.38
1138,try,517.830635,518.220635,12.516,1,12.97,4.23,10.52
1139,our,518.220635,518.420635,13.17,1,11.08,6.66,13.14
1140,large,518.420635,518.750635,11.808,1,11.55,10.86,6.31
1141,economy,518.750635,519.280635,9.991,1,15.67,5.33,10.73
1142,size,519.280635,519.940635,11.581,1,6.23,7.75,5.12
1143,henry,522.682925,523.042925,0,1,14.74,7.37,7.94
1144,thanked,523.042925,523.462925,6.991,1,11.52,18.14,8.17
1145,the,523.462925,523.552925,16.955,1,2.66,13.32,3.55
1146,clerk,523.552925,524.072925,7.907,1,2.78,,3.86
1147,carried,524.312925,524.662925,9.797,1,17.04,3.11,10.58
1148,the,524.662925,524.742925,16.955,1,2.37,,3.18
1149,box,524.742925,525.112925,12.053,1,0.69,2.94,0.78
1150,out,525.112925,525.302925,13.902,1,3.59,9.16,5.01
1151,to,525.302925,525.372925,16.354,1,2.8,13.5,3.94
1152,the,525.372925,525.452925,16.955,1,1.07,,1.53
1153,bus,525.452925,525.712925,10.485,1,7.97,,4.99
1154,stop,525.712925,526.042925,11.478,1,3.12,3.23,3.29
1155,and,526.352925,526.522925,16.187,1,2.71,4.26,3.5
1156,put,526.522925,526.782925,12.32,1,6.69,,6.68
1157,it,526.782925,526.882925,15.365,1,0.85,4.88,1.13
1158,on,526.882925,527.052925,15.079,1,2.33,0.71,3.33
1159,the,527.052925,527.082925,16.955,1,0.64,,0.9
1160,sidewalk,527.082925,527.722925,7.315,1,8.97,0.37,5.83
1161,ribsy,528.602925,529.122925,0,1,13.89,4.15,0
1162,padded,529.122925,529.482925,8.268,1,15.29,7.63,7.1
1163,after,529.482925,529.782925,12.934,1,10.51,,9.92
1164,him,529.782925,530.062925,12.818,1,4.77,1.62,4.44
1165,get,530.942925,531.122925,13.794,1,11.02,4.22,7.48
1166,in,531.122925,531.392925,15.897,1,4.94,,5.75
1167,fellow,531.392925,531.942925,9.885,1,19.43,4.38,9.05
1168,henry,532.452925,532.732925,0,1,7.22,1.42,5.45
1169,commanded,532.732925,533.202925,7.774,1,16.09,9.4,7.1
1170,ribsy,534.072925,534.542925,0,1,7.27,0.21,0
1171,understood,534.542925,535.152925,9.512,1,17.51,7.68,6.84
1172,he,535.792925,535.942925,13.98,1,3.5,7.64,3.68
1173,stepped,535.942925,536.352925,8.677,1,11.15,,8.12
1174,into,536.352925,536.542925,13.242,1,3.92,4.71,3.7
1175,the,536.542925,536.652925,16.955,1,0.26,,0.35
1176,box,536.652925,537.112925,12.053,1,6.7,0.28,4.32
1177,and,537.112925,537.302925,16.187,1,1.8,4.75,2.38
1178,sat,537.302925,537.672925,10.414,1,6.67,4.01,5.43
1179,down,537.672925,538.032925,12.59,1,0.77,12.1,1.11
1180,just,538.302925,538.632925,13.836,1,7.72,3.36,9.99
1181,as,538.632925,538.762925,14.787,1,3.25,,4.42
1182,the,538.762925,538.852925,16.955,1,1.6,4.03,2.11
1183,bus,538.852925,539.172925,10.485,1,5.57,18.27,5.9
1184,came,539.172925,539.412925,11.653,1,3.34,0.58,4.59
1185,around,539.412925,539.662925,12.499,1,5.66,0.67,8.17
1186,the,539.662925,539.742925,16.955,1,1.6,7.43,2.18
1187,corner,539.742925,540.212925,10.047,1,0.28,,0.32
1188,henry,541.192925,541.522925,0,1,7.41,3.71,4.54
1189,had,541.522925,541.712925,13.532,1,6.16,0.33,6.59
1190,to,541.712925,541.782925,16.354,1,3.42,10.9,4.27
1191,kneel,541.782925,542.292925,6.597,1,9.71,,11.52
1192,to,542.292925,542.412925,16.354,1,5.14,10.23,7.41
1193,pick,542.412925,542.602925,10.721,1,6.62,11,6.67
1194,up,542.602925,542.752925,13.744,1,0.48,,0.68
1195,the,542.752925,542.832925,16.955,1,1,,1.41
1196,box,542.832925,543.472925,12.053,1,1.14,,1.19
1197,it,544.332925,544.412925,15.365,1,6.79,4.16,7.07
1198,was,544.412925,544.622925,14.556,1,0.96,,1.32
1199,not,544.622925,544.962925,14.773,1,6.53,,7.71
1200,a,544.962925,545.032925,16.177,1,3.02,3.09,4.03
1201,very,545.032925,545.352925,13.284,1,6.11,14.54,8.71
1202,strong,545.352925,545.922925,11.145,1,7.19,,5.53
1203,box,545.922925,546.422925,12.053,1,0.35,,0.47
1204,and,546.742925,546.882925,16.187,1,3.9,,5.25
1205,he,546.882925,546.962925,13.98,1,3.91,4.16,4.71
1206,had,546.962925,547.282925,13.532,1,3.68,15.42,4.96
1207,to,547.282925,547.312925,16.354,1,0.75,14.22,1.03
1208,put,547.312925,547.492925,12.32,1,4.37,,4.24
1209,his,547.492925,547.682925,13.644,1,4.11,0.27,5.68
1210,arms,547.682925,548.022925,10.395,1,4.7,8.95,4.93
1211,under,548.022925,548.322925,12.431,1,7.6,,5.32
1212,it,548.322925,548.512925,15.365,1,1.38,,1.96
1213,he,549.282925,549.422925,13.98,1,3.96,3.24,5.16
1214,staggered,549.422925,550.262925,6.361,1,13.38,9.08,4.39
1215,as,550.262925,550.422925,14.787,1,6.69,2.24,8.3
1216,he,550.422925,550.582925,13.98,1,1.57,0.38,2.1
1217,lifted,550.582925,550.982925,8.539,1,8.26,,4.81
1218,it,550.982925,551.212925,15.365,1,2.04,,2.93
1219,feeling,551.522925,551.962925,10.529,1,13.52,,7.77
1220,like,551.962925,552.162925,13.875,1,5.33,1.84,6.98
1221,the,552.162925,552.242925,16.955,1,4.16,11.51,5.28
1222,strong,552.242925,552.842925,11.145,1,11.78,11.89,5.96
1223,man,552.842925,553.082925,12.149,1,5.49,5.82,6.32
1224,who,553.082925,553.222925,13.745,1,5.99,4.84,3.53
1225,lifted,553.222925,553.572925,8.539,1,5.74,,6.36
1226,weights,553.572925,553.982925,8.12,1,5.76,8.99,7.55
1227,at,553.982925,554.082925,14.498,1,7.62,5.21,8.72
1228,the,554.082925,554.172925,16.955,1,2.15,1.2,2.92
1229,circus,554.172925,554.802925,8.137,1,9.3,6.78,4.3
1230,ribsy,555.632925,556.232925,0,1,10.48,3.92,0
1231,lovingly,556.232925,557.102925,6.675,1,16.07,7.73,5.53
1232,licked,557.102925,557.402925,7.863,1,9.93,,5.22
1233,his,557.402925,557.602925,13.644,1,2.07,5.81,2.83
1234,face,557.602925,558.012925,11.261,1,5.5,0.15,5.25
1235,with,558.012925,558.132925,14.974,1,5.15,6.16,4.88
1236,his,558.132925,558.332925,13.644,1,1.31,,1.82
1237,wet,558.332925,558.632925,9.709,1,9.4,14.77,9.76
1238,pink,558.632925,558.972925,9.478,1,7.89,0.15,6.55
1239,tongue,558.972925,559.352925,9.613,1,4.66,10.71,5.73
1240,hey,560.222925,560.672925,10.975,1,15.5,3.3,4.48
1241,cut,561.312925,561.542925,11.504,1,12.51,6.89,8.34
1242,that,561.542925,561.712925,15.476,1,4.61,9.17,4.19
1243,out,561.712925,562.182925,13.902,1,5.4,1.55,7.77
1244,henry,562.442925,562.772925,0,1,7.78,7.3,5.65
1245,ordered,562.772925,563.212925,9.833,1,7.62,1.12,9.6
1246,you,563.702925,563.912925,15.431,1,7.77,0.81,10.72
1247,better,563.912925,564.342925,12.559,1,10.98,0.63,8.75
1248,be,564.342925,564.572925,14.945,1,5.47,9.77,5.37
1249,good,564.572925,564.882925,13.352,1,5.06,6.48,6.64
1250,if,564.882925,565.042925,14.653,1,8.35,3.28,7.16
1251,you're,565.042925,565.142925,12.328,1,4.79,8.5,0.95
1252,going,565.142925,565.302925,12.631,1,2.19,10.28,2.69
1253,to,565.302925,565.382925,16.354,1,0.26,,0.37
1254,ride,565.382925,565.662925,10.069,1,10.13,14.77,8.09
1255,on,565.662925,565.812925,15.079,1,4.34,1.45,6.22
1256,the,565.812925,565.882925,16.955,1,1.86,,2.17
1257,bus,565.882925,566.202925,10.485,1,2.41,10.71,2.67
1258,with,566.202925,566.392925,14.974,1,6.19,11.69,6.06
1259,me,566.392925,566.632925,14.081,1,2.08,12.15,2.86
1260,the,567.912925,568.002925,16.955,1,6.78,6.1,6.04
1261,bus,568.002925,568.222925,10.485,1,3.32,,3.83
1262,stopped,568.222925,568.662925,10.175,1,3.94,2.41,3.62
1263,at,568.662925,568.772925,14.498,1,2.59,3.73,3.54
1264,the,568.772925,568.842925,16.955,1,1.08,0.41,1.48
1265,curb,568.842925,569.252925,7.622,1,6.26,0.45,5.27
1266,when,569.872925,570.032925,13.758,1,7.47,4.17,5.22
1267,it,570.032925,570.092925,15.365,1,3.98,10.83,5.48
1268,was,570.092925,570.212925,14.556,1,2.3,,3.04
1269,henry's,570.212925,570.602925,0,1,29.85,3.5,8.06
1270,turn,570.602925,570.852925,11.404,1,2.76,15.08,3.27
1271,to,570.852925,570.942925,16.354,1,0.61,4.98,0.89
1272,get,570.942925,571.092925,13.794,1,3.68,9.06,3.71
1273,on,571.092925,571.502925,15.079,1,3.94,,5.61
1274,he,571.882925,572.022925,13.98,1,7.52,8.58,5.54
1275,had,572.022925,572.332925,13.532,1,5.26,6.97,6.15
1276,trouble,572.332925,572.772925,10.814,1,11.13,12.42,1.02
1277,finding,572.772925,573.232925,10.391,1,5.58,0.59,6.67
1278,the,573.232925,573.302925,16.955,1,2.06,15.63,2.86
1279,step,573.302925,573.782925,10.691,1,13.54,12.56,5.55
1280,because,573.782925,574.072925,13.129,1,9.74,6.9,5.33
1281,he,574.072925,574.112925,13.98,1,1.32,,1.69
1282,couldn't,574.112925,574.402925,11.068,1,4.2,0.96,6.56
1283,see,574.402925,574.592925,13.272,1,3.43,,3.85
1284,his,574.592925,574.762925,13.644,1,4.75,4.41,3.85
1285,feet,574.762925,575.112925,10.6,1,4.98,,3.35
1286,he,575.702925,575.852925,13.98,1,2.45,1.93,2.93
1287,had,575.852925,576.072925,13.532,1,3.65,3.57,4.88
1288,to,576.072925,576.112925,16.354,1,0.62,0.67,0.71
1289,try,576.112925,576.382925,12.516,1,6.72,0.91,5.31
1290,several,576.382925,576.952925,12.049,1,10.22,3.68,7.1
1291,times,576.952925,577.482925,11.963,1,0.99,0.51,1.35
1292,before,577.482925,577.782925,12.751,1,4.81,3.42,4.75
1293,he,577.782925,577.912925,13.98,1,1.3,3.01,1.81
1294,hit,577.912925,578.092925,11.069,1,8.28,1.56,7.68
1295,it,578.092925,578.302925,15.365,1,4.41,13.09,6.37
1296,then,580.198707,580.798707,13.467,1,7.97,8.91,5.37
1297,he,580.798707,581.078707,13.98,1,1.7,7.74,2.12
1298,discovered,581.078707,581.618707,9.907,1,10.8,16.59,7.75
1299,he,581.618707,581.788707,13.98,1,2.4,,2.74
1300,had,581.788707,581.938707,13.532,1,2.29,,3.16
1301,forgotten,581.938707,582.688707,9.306,1,8.8,6.9,7.93
1302,to,582.688707,582.818707,16.354,1,2.13,1.37,3.07
1303,take,582.818707,583.108707,12.709,1,3.61,1.69,3.7
1304,his,583.108707,583.368707,13.644,1,2.33,0.79,3.21
1305,dime,583.368707,583.748707,7.847,1,14.07,,8.91
1306,out,583.818707,583.998707,13.902,1,6.76,7.8,9.71
